#{"t_start": 1655408526.9748297, "env_id": "BipedalWalkerHardcore-v3"}
r,l,t
-46.821335,2000,6815.17072
-22.914922,2000,6818.410062
-22.372858,2000,6821.627901
-24.294201,2000,6824.835851
-25.321854,2000,6828.015901
-21.566368,2000,6831.28108
-32.446498,2000,6834.403263
-30.430457,2000,6837.535861
-21.505567,2000,6840.655722
-30.476527,2000,6843.949614
-24.78472,2000,6847.148544
-28.8069,2000,6850.260576
-24.108816,2000,6853.496472
-25.777338,2000,6856.559886
-25.206785,2000,6859.734596
-28.065405,2000,6862.923088
-103.330608,67,6862.993751
-31.755506,2000,6866.070924
-30.44966,2000,6869.219913
-31.178879,2000,6872.370349
-29.748834,2000,6875.631813
-100.464082,81,6875.736363
-26.323176,2000,6879.049463
-20.054202,2000,6882.326139
-27.806626,2000,6885.62739
-32.028421,2000,6888.803337
-118.411289,93,6888.90182
-31.557227,2000,6892.075484
-34.438332,2000,6895.269297
-27.72813,2000,6898.36398
-30.055108,2000,6901.490737
-36.320292,2000,6903.55454
-37.558226,2000,6906.662434
-35.982707,2000,6909.819429
-23.096813,2000,6913.049387
-28.545108,2000,6916.389325
-31.785926,2000,6919.662636
-24.944439,2000,6922.921454
-27.032691,2000,6926.153211
-23.488687,2000,6929.418641
-31.314017,2000,6932.577097
-22.005688,2000,6935.652592
-20.707625,2000,6938.956697
-27.863165,2000,6942.165768
-18.887028,2000,6945.29339
-29.84138,2000,6948.409483
-27.238794,2000,6951.575519
-31.103594,2000,6954.785199
-21.77,2000,6958.095299
-20.688761,2000,6961.383116
-20.75822,2000,6964.723678
-23.972043,2000,6968.03034
-20.394428,2000,6971.192868
-21.470975,2000,6974.32417
-26.291168,2000,6977.635897
-26.384867,2000,6980.852035
-27.44301,2000,6983.959153
-27.857461,2000,6986.992878
-22.670632,2000,6990.086558
-21.827244,2000,6993.167956
-24.190577,2000,6996.371313
-22.146208,2000,6999.529992
-22.911288,2000,7002.662295
-27.176165,2000,7005.770088
-19.681879,2000,7008.84264
-29.313131,2000,7011.971941
-23.892751,2000,7015.448743
-23.430416,2000,7018.787068
-26.411139,2000,7021.877343
-18.314996,2000,7025.153522
-120.478303,151,7025.331772
-24.126892,2000,7028.610214
-29.94158,2000,7031.873701
-26.778955,2000,7035.122434
-29.185064,2000,7038.267298
-24.356038,2000,7041.400618
-27.12619,2000,7044.686239
-26.204497,2000,7047.762069
-27.325128,2000,7049.762394
-25.137435,2000,7052.940799
-22.930206,2000,7056.087474
-27.591376,2000,7059.151262
-28.468666,2000,7062.337633
-25.11997,2000,7065.403476
-35.891044,2000,7068.73277
-29.054993,2000,7071.849762
-27.63965,2000,7075.249785
-23.304958,2000,7078.400674
-31.192325,2000,7081.506527
-27.403738,2000,7084.568022
-26.105683,2000,7087.734272
-24.57263,2000,7090.833
-25.831847,2000,7094.05052
-20.946651,2000,7097.321123
-19.876932,2000,7100.574454
-26.831852,2000,7103.691272
-20.241822,2000,7106.843812
-23.41388,2000,7110.024303
-27.018264,2000,7113.250115
-22.490016,2000,7116.31517
-25.236914,2000,7119.396358
-33.597059,2000,7122.567363
-58.001469,2000,7125.93675
-26.046965,2000,7129.067101
-23.230742,2000,7132.303946
-26.842125,2000,7135.694685
-23.551077,2000,7138.983727
-26.414161,2000,7142.187892
-25.446094,2000,7145.352952
-27.5244,2000,7148.59756
-24.901229,2000,7151.862582
-30.860246,2000,7155.195824
-29.589788,2000,7158.583318
-22.43248,2000,7161.676722
-30.265186,2000,7164.735996
-27.473597,2000,7167.821069
-26.940379,2000,7171.088453
-29.921422,2000,7174.196928
-32.839813,2000,7177.282575
-31.31251,2000,7180.457586
-31.878126,2000,7182.473172
-21.223502,2000,7185.675686
-23.719966,2000,7189.135782
-32.024229,2000,7192.561233
-29.908676,2000,7195.789166
-22.971225,2000,7199.069525
-31.100599,2000,7202.42603
-22.771606,2000,7205.535024
-25.139499,2000,7208.843825
-22.631431,2000,7212.166945
-42.970537,2000,7215.365207
-21.958222,2000,7218.441515
-28.80525,2000,7221.713897
-23.400952,2000,7224.887973
-24.046067,2000,7228.134764
-22.429894,2000,7231.420821
-23.611789,2000,7234.572084
-26.783164,2000,7237.830492
-29.231085,2000,7240.953043
-26.394812,2000,7244.178612
-22.165519,2000,7247.3536
-27.907889,2000,7250.483896
-27.309085,2000,7253.815492
-27.158002,2000,7257.155401
-27.986054,2000,7260.465569
-24.626065,2000,7263.667107
-28.039431,2000,7267.061398
-28.840266,2000,7270.247348
-21.172776,2000,7273.393171
-26.491467,2000,7276.684318
-23.879684,2000,7279.901584
-21.73036,2000,7283.010308
-27.472685,2000,7286.351805
-27.020706,2000,7289.640408
-21.238737,2000,7292.883869
-27.173561,2000,7296.034221
-23.374026,2000,7299.240228
-22.651612,2000,7302.397654
-25.383728,2000,7305.604746
-24.149978,2000,7308.716154
-25.070788,2000,7311.874196
-24.941142,2000,7315.112064
-23.216994,2000,7318.27965
-26.684958,2000,7320.5094
-26.244554,2000,7323.644501
-27.138852,2000,7326.786663
-25.261163,2000,7329.99637
-25.921675,2000,7333.215601
-25.624143,2000,7336.459243
-25.873013,2000,7339.856078
-23.52392,2000,7342.978262
-24.988561,2000,7346.151134
-25.045832,2000,7349.235486
-24.461693,2000,7352.39659
-24.237785,2000,7355.499747
-22.916241,2000,7358.82633
-24.750071,2000,7362.000851
-23.813561,2000,7365.090399
-24.364678,2000,7368.38622
-21.114808,2000,7371.69434
-20.500181,2000,7374.93273
-22.419152,2000,7378.20183
-23.951783,2000,7381.347933
-22.840227,2000,7384.5183
-22.833363,2000,7387.673559
-23.681246,2000,7390.852672
-22.237381,2000,7394.087898
-24.092042,2000,7397.25573
-23.587334,2000,7400.532277
-22.522955,2000,7403.828296
-28.026773,2000,7407.077621
-22.589729,2000,7410.433372
-21.345872,2000,7413.601507
-21.782887,2000,7416.760924
-28.148648,2000,7419.813263
-17.397846,2000,7423.045182
-29.562562,2000,7426.26474
-21.975434,2000,7429.559024
-24.210895,2000,7432.704307
-24.312588,2000,7436.042225
-22.529214,2000,7439.357788
-21.579472,2000,7442.68006
-32.740311,2000,7446.138583
-18.642042,2000,7449.670714
-22.01607,2000,7453.136523
-23.127612,2000,7456.678037
-20.619369,2000,7459.005777
-38.095373,2000,7462.531038
-20.413606,2000,7466.101769
-22.174308,2000,7469.798701
-40.447395,2000,7473.425215
-22.543262,2000,7477.799882
-24.066657,2000,7482.177753
-22.886222,2000,7486.498201
-24.496812,2000,7490.947855
-37.219518,2000,7494.672198
-31.110567,2000,7497.909274
-23.304902,2000,7501.026549
-36.32962,2000,7504.337137
-24.29853,2000,7507.705526
-22.109843,2000,7511.147602
-24.689438,2000,7514.587364
-18.776683,2000,7517.727538
-36.514841,2000,7520.918889
-20.998427,2000,7524.072289
-22.066016,2000,7527.143756
-21.503203,2000,7530.3513
-21.894796,2000,7533.537741
-18.940563,2000,7536.662913
-35.756546,2000,7539.741475
-22.534027,2000,7542.908605
-23.983183,2000,7546.090138
-22.742033,2000,7549.28276
-23.739496,2000,7552.618865
-22.613123,2000,7555.857366
-21.075743,2000,7558.999977
-26.949439,2000,7562.103065
-41.405329,2000,7565.245394
-24.478197,2000,7568.537842
-24.472153,2000,7571.706494
-24.206026,2000,7574.88565
-21.97704,2000,7578.011426
-23.868602,2000,7581.211098
-23.51392,2000,7584.574162
-23.238242,2000,7587.957561
-22.069416,2000,7591.301723
-23.408981,2000,7594.483543
-22.253752,2000,7597.695305
-24.940622,2000,7599.701418
-23.846394,2000,7602.841359
-23.424633,2000,7606.185522
-31.087039,2000,7609.402724
-28.841225,2000,7612.622894
-26.752508,2000,7615.848021
-29.570089,2000,7619.007247
-26.190292,2000,7622.192274
-25.830498,2000,7625.316223
-52.28915,2000,7628.775559
-43.304069,2000,7631.925561
-23.364601,2000,7635.264259
-57.364141,2000,7638.426257
-42.570692,2000,7641.628644
-100.382996,87,7641.721668
-25.894977,2000,7644.907845
-25.199684,2000,7648.205075
-30.013224,2000,7651.464436
-24.371192,2000,7654.871631
-25.095817,2000,7658.188902
-59.385588,2000,7661.4521
-22.914446,2000,7664.671916
-62.884789,2000,7667.843285
-31.886224,2000,7671.005798
-35.011011,2000,7674.25514
-31.377868,2000,7677.439491
-31.828408,2000,7680.577308
-22.699392,2000,7683.877093
-22.449447,2000,7687.212511
-46.853342,2000,7690.337223
-23.231984,2000,7693.478411
-22.466775,2000,7696.669339
-25.258886,2000,7699.963313
-21.156219,2000,7703.323432
-100.916778,133,7703.471998
-21.78079,2000,7706.826535
-23.918458,2000,7710.115548
-100.311674,101,7710.229025
-101.639301,125,7710.370942
-101.681077,106,7710.492031
-101.198492,109,7710.618771
-23.272446,2000,7714.023926
-99.176438,92,7714.135348
-98.357422,90,7714.239686
-98.364828,95,7714.34675
-98.893744,92,7714.453612
-98.846888,93,7714.56644
-98.956413,92,7714.677589
-97.890776,92,7714.787443
-98.590615,90,7714.896128
-100.385921,92,7715.006926
-39.681388,2000,7718.23185
-27.576025,2000,7721.401353
-34.665716,2000,7724.737647
-28.791664,2000,7728.026912
-28.498767,2000,7731.176284
-22.605101,2000,7734.398573
-16.067435,2000,7737.703431
-24.535039,2000,7741.086592
-29.560376,2000,7744.167965
-22.973451,2000,7747.380917
-28.625412,2000,7750.618184
-28.01824,2000,7753.79693
-28.047719,2000,7757.132735
-27.920513,2000,7760.426974
-28.040923,2000,7763.674934
-27.493007,2000,7767.017171
-27.43841,2000,7770.3476
-26.953685,2000,7773.48665
-21.498015,2000,7776.797589
-20.999075,2000,7779.989244
-27.06114,2000,7783.156109
-26.590478,2000,7786.26265
-20.356508,2000,7789.510144
-28.844468,2000,7792.658737
-28.448569,2000,7796.031921
-119.064812,177,7796.237461
-23.566122,2000,7799.628109
-60.039015,2000,7802.977952
-23.557298,2000,7806.215058
-17.903461,2000,7809.484548
-41.570127,2000,7812.594394
-27.028403,2000,7815.834642
-28.09251,2000,7818.971405
-34.034039,2000,7822.106104
-23.062922,2000,7825.266052
-12.841626,2000,7828.436773
-45.590019,2000,7831.57708
-36.010115,2000,7834.863991
-20.448456,2000,7838.008888
-11.944481,2000,7841.311272
-19.918129,2000,7844.576988
-18.889903,2000,7847.969701
-39.792684,2000,7851.299548
-39.460281,2000,7853.5687
-36.899237,2000,7856.785046
-39.045704,2000,7859.874976
-123.783934,163,7861.100893
-29.974274,2000,7863.144
-36.079323,2000,7866.39869
-34.898679,2000,7869.568347
-28.601081,2000,7872.698787
-35.71419,2000,7875.845919
-22.555703,2000,7879.192854
-35.850539,2000,7882.30687
-13.36328,2000,7885.513159
-13.462212,2000,7888.877949
-38.382731,2000,7892.15151
-28.725748,2000,7895.287934
-38.294088,2000,7898.335809
-16.5787,2000,7901.634535
-29.170119,2000,7904.841637
-38.542732,2000,7907.99712
-13.051764,2000,7911.307529
-30.315943,2000,7914.517035
-36.88489,2000,7917.794433
-21.519509,2000,7921.005217
-21.273804,2000,7924.324278
-20.938319,2000,7927.648988
-52.621999,2000,7930.840381
-36.197751,2000,7933.961263
-13.639521,2000,7937.21937
-15.600506,2000,7940.458562
-35.549419,2000,7943.525033
-21.599386,2000,7946.646313
-36.569411,2000,7949.844089
-35.643694,2000,7953.193217
-35.303835,2000,7956.446317
-17.528487,2000,7959.696357
-17.994348,2000,7962.965982
-28.564211,2000,7966.149669
-13.359323,2000,7969.345603
-23.332988,2000,7972.526497
-23.089897,2000,7975.732457
-19.637864,2000,7979.002769
-25.643593,2000,7982.132309
-17.195353,2000,7985.476845
-12.720172,2000,7988.757334
-12.913625,2000,7992.068885
-21.940673,2000,7995.440261
-25.92615,2000,7998.540958
-24.080908,2000,8000.579483
-22.171327,2000,8003.722511
-123.702146,146,8004.968916
-24.140091,2000,8008.235112
-12.933132,2000,8010.461026
-19.259346,2000,8013.717621
-35.893667,2000,8016.825581
-28.312503,2000,8020.106493
-13.033866,2000,8023.264705
-18.079964,2000,8026.575567
-19.676711,2000,8029.742126
-34.765292,2000,8032.879427
-125.428095,181,8033.096302
-30.908393,2000,8036.231763
-31.166853,2000,8039.526083
-24.816032,2000,8042.96275
-35.756903,2000,8046.087313
-36.575464,2000,8049.353613
-25.885756,2000,8052.678703
-35.640102,2000,8055.938521
-33.585261,2000,8059.039363
-32.323908,2000,8062.162011
-33.880647,2000,8065.357239
-17.53906,2000,8068.694216
-18.916964,2000,8071.822844
-36.339098,2000,8074.94189
-30.270975,2000,8078.147615
-17.167312,2000,8081.280488
-35.519981,2000,8084.457409
-34.720959,2000,8087.671405
-34.02092,2000,8090.768228
-33.640987,2000,8093.886991
-111.403621,251,8094.148668
-18.609234,2000,8097.526246
-32.223653,2000,8100.721684
-29.687478,2000,8103.952091
-28.32147,2000,8107.069163
-28.353787,2000,8110.29479
-30.951427,2000,8113.533042
-23.429098,2000,8116.710197
-23.750428,2000,8119.911031
-19.996893,2000,8123.251186
-27.550792,2000,8126.577088
-52.316917,2000,8129.766511
-52.467692,2000,8132.918468
-36.24344,2000,8136.151881
-30.050401,2000,8139.300478
-32.187786,2000,8142.436338
-46.500366,2000,8145.67801
-16.226315,2000,8148.840472
-25.50038,2000,8152.171788
-23.273166,2000,8155.539967
-28.916158,2000,8158.704087
-12.932629,2000,8162.046773
-35.281715,2000,8165.226709
-18.28649,2000,8168.504257
-131.561303,188,8168.697599
-16.060201,2000,8171.936688
-28.662168,2000,8175.161376
-16.011898,2000,8178.3358
-25.797824,2000,8181.562504
-27.061347,2000,8184.737909
-29.129902,2000,8186.772239
-28.031451,2000,8190.136022
-23.493163,2000,8193.344378
-34.573367,2000,8196.504297
-30.474538,2000,8199.754484
-23.831498,2000,8203.547364
-15.206267,2000,8206.730716
-19.659673,2000,8209.916211
-19.144784,2000,8213.241984
-33.082981,2000,8216.336869
-20.934957,2000,8219.478232
-12.798653,2000,8222.643772
-23.815188,2000,8225.79521
-50.178495,2000,8228.894605
-13.511319,2000,8232.048558
-10.750017,2000,8235.380077
-22.284029,2000,8238.546558
-14.15377,2000,8241.891727
-34.365743,2000,8245.164668
-46.321522,2000,8248.456089
-21.83303,2000,8251.740523
-45.897801,2000,8254.879471
-37.183519,2000,8257.994588
-24.712958,2000,8261.322184
-21.150655,2000,8264.565223
-32.205629,2000,8267.699439
-53.673969,2000,8270.794155
-30.688451,2000,8273.936313
-32.136951,2000,8277.123341
-20.780066,2000,8280.306995
-11.871205,2000,8283.531892
-22.633687,2000,8286.753423
-34.002897,2000,8289.842301
-11.566971,2000,8293.092932
-14.925867,2000,8296.462263
-22.028123,2000,8299.604019
-33.370593,2000,8302.78455
-32.934132,2000,8306.006046
-18.693955,2000,8309.326888
-12.334972,2000,8312.572208
-34.455829,2000,8315.640493
-32.17782,2000,8318.770314
-19.546774,2000,8321.946526
-33.806184,2000,8323.990699
-16.765798,2000,8327.298387
-10.55501,2000,8330.526027
-11.787359,2000,8333.867296
-24.159719,2000,8337.192604
-10.635679,2000,8340.378
-31.344697,2000,8343.441776
-47.867845,2000,8346.54007
-8.719889,2000,8349.806054
-30.664819,2000,8353.077637
-30.661093,2000,8356.167885
-10.303666,2000,8359.468722
-8.223708,2000,8362.632583
-11.601598,2000,8365.760863
-6.406308,2000,8369.085332
-25.277186,2000,8372.176103
-13.937954,2000,8375.489841
-12.690202,2000,8378.792108
-13.259931,2000,8382.095071
-17.547057,2000,8385.570234
-13.907221,2000,8388.755916
-45.356446,2000,8391.840846
-12.333561,2000,8395.087028
-28.82836,2000,8398.243764
-28.990572,2000,8401.456342
-11.648047,2000,8404.692792
-120.384551,147,8404.846288
-18.608251,2000,8408.411793
-21.456691,2000,8411.979639
-16.613465,2000,8415.476628
-16.661108,2000,8419.06331
-8.767086,2000,8422.649087
-21.811666,2000,8426.246559
-18.396379,2000,8429.879395
-23.849828,2000,8433.595854
-23.191476,2000,8437.752275
-20.597929,2000,8442.267851
-22.600755,2000,8446.665276
-19.344438,2000,8451.033349
-23.530225,2000,8454.832765
-20.659414,2000,8458.149352
-19.028267,2000,8461.451289
-9.784344,2000,8464.622363
-8.648995,2000,8467.89494
-17.685985,2000,8471.224254
-12.001426,2000,8474.543396
-17.773442,2000,8477.777932
-34.484456,2000,8479.947474
-29.07509,2000,8483.223377
-22.05226,2000,8486.448268
-10.066307,2000,8489.706854
-22.144394,2000,8492.870567
-22.424101,2000,8496.172694
-14.978529,2000,8499.543942
-18.674324,2000,8502.750096
-20.190285,2000,8505.962365
-29.170169,2000,8509.227465
-17.610345,2000,8512.594032
-19.662001,2000,8516.002582
-20.579502,2000,8519.286525
-15.790671,2000,8522.49782
-17.069749,2000,8525.78873
-6.994234,2000,8528.968265
-16.785565,2000,8532.129524
-11.032647,2000,8535.475444
-20.578074,2000,8538.729365
-30.002527,2000,8541.810035
-18.686985,2000,8545.154242
-16.33991,2000,8548.378816
-10.087602,2000,8551.538244
-20.1789,2000,8554.823627
-17.650994,2000,8558.055322
-20.644037,2000,8561.357432
-29.777682,2000,8564.443217
-30.951458,2000,8567.669263
-8.415027,2000,8570.829003
-7.571916,2000,8574.1078
-18.771207,2000,8577.261603
-15.942807,2000,8580.450355
-12.191328,2000,8583.733909
-19.974749,2000,8587.008312
-16.752468,2000,8590.343071
-118.038781,90,8590.446509
-30.036253,2000,8593.504205
-16.058559,2000,8596.748063
-17.415948,2000,8600.011696
-11.428106,2000,8603.153397
-97.362427,100,8603.258346
-11.903221,2000,8606.515308
-30.247602,2000,8609.754072
-19.673347,2000,8612.942852
-13.879654,2000,8616.134817
-96.024347,86,8616.22594
-19.814326,2000,8619.555634
-7.165643,2000,8622.864042
-7.774696,2000,8625.998433
-17.247252,2000,8629.193884
-15.630848,2000,8632.382049
-6.999805,2000,8634.573559
-10.598346,2000,8637.803017
-11.763782,2000,8641.145795
-5.768465,2000,8644.400877
-16.540211,2000,8648.290849
-8.115204,2000,8652.251544
-14.962487,2000,8656.108627
-13.252358,2000,8659.860286
-10.026422,2000,8663.060363
-9.496482,2000,8666.223103
-95.003254,122,8666.35743
-91.999228,105,8666.465267
-10.52253,2000,8669.80693
-99.455416,84,8669.899217
-95.820262,95,8669.998409
-96.626209,95,8671.15687
-88.976125,186,8671.354317
-31.036988,2000,8674.524102
-100.520028,79,8674.608994
-121.53132,151,8674.769161
-50.131894,2000,8677.837375
-15.405988,2000,8681.209395
-101.428778,85,8681.317557
-89.744153,104,8681.433784
-28.530331,2000,8684.590312
-114.197459,90,8684.684906
-114.071732,80,8684.769582
-18.419438,2000,8688.066335
-102.049833,70,8688.141769
-100.554068,80,8688.224532
-99.729029,79,8688.308354
-113.307264,98,8688.409194
-41.666073,2000,8691.61556
-15.165626,2000,8694.874757
-15.442969,2000,8698.192596
-94.03838,104,8698.310794
-22.780324,2000,8701.66739
-98.476131,97,8701.769518
-88.85533,156,8701.928982
-99.555259,75,8702.007832
-19.407895,2000,8705.214302
